$IMPOS,1000,5,4,4,1,1,17,0,0,
$NEW SESSION
$DATE,010608,
$GPS,3140,A,03830.1416,S,14513.9302,E,0.01,034334.000,52.5
$GPS,3150,A,03830.1416,S,14513.9302,E,0.01,034334.100,52.5
$GPS,3160,A,03830.1416,S,14513.9302,E,0.02,034334.200,52.5
$GPS,3170,A,03830.1416,S,14513.9302,E,0.01,034334.300,52.5
$GPS,3180,A,03830.1416,S,14513.9302,E,0.02,034334.400,52.5
$GPS,3190,A,03830.1416,S,14513.9302,E,0.01,034334.500,52.6
$GPS,3200,A,03830.1416,S,14513.9302,E,0.01,034334.600,52.6
$GPS,3210,A,03830.1416,S,14513.9302,E,0.01,034334.700,52.6
$GPS,3230,A,03830.1416,S,14513.9302,E,0.01,034334.900,52.6
$GPS,3240,A,03830.1416,S,14513.9302,E,0.01,034335.000,52.6
$GPS,3250,A,03830.1416,S,14513.9302,E,0.01,034335.100,52.6
$GPS,3260,A,03830.1416,S,14513.9302,E,0.01,034335.200,52.6
$GPS,3270,A,03830.1416,S,14513.9302,E,0.02,034335.300,52.6
$GPS,3280,A,03830.1416,S,14513.9302,E,0.02,034335.400,52.6
$GPS,3290,A,03830.1416,S,14513.9302,E,0.03,034335.500,52.6
$GPS,3300,A,03830.1416,S,14513.9302,E,0.02,034335.600,52.6
$GPS,3310,A,03830.1416,S,14513.9302,E,0.02,034335.700,52.6
$GPS,3320,A,03830.1416,S,14513.9302,E,0.01,034335.800,52.6
$GPS,3330,A,03830.1416,S,14513.9302,E,0.02,034335.900,52.6
$GPS,3340,A,03830.1416,S,14513.9302,E,0.02,034336.000,52.6
$GPS,3350,A,03830.1416,S,14513.9302,E,0.01,034336.100,52.6
$GPS,3360,A,03830.1416,S,14513.9302,E,0.00,034336.200,52.6
$GPS,3370,A,03830.1416,S,14513.9302,E,0.01,034336.300,52.6
$GPS,3380,A,03830.1416,S,14513.9302,E,0.00,034336.400,52.6
$GPS,3390,A,03830.1416,S,14513.9302,E,0.01,034336.500,52.6
$GPS,3400,A,03830.1416,S,14513.9302,E,0.00,034336.600,52.6
$GPS,3410,A,03830.1416,S,14513.9302,E,0.01,034336.700,52.6
$GPS,3420,A,03830.1416,S,14513.9302,E,0.00,034336.800,52.6
$GPS,3430,A,03830.1416,S,14513.9302,E,0.00,034336.900,52.6
$GPS,3440,A,03830.1416,S,14513.9302,E,0.00,034337.000,52.6
$GPS,3450,A,03830.1416,S,14513.9302,E,0.00,034337.100,52.6
$GPS,3460,A,03830.1416,S,14513.9302,E,0.01,034337.200,52.6
$GPS,3470,A,03830.1416,S,14513.9302,E,0.00,034337.300,52.6
$GPS,3480,A,03830.1416,S,14513.9302,E,0.00,034337.400,52.6
$GPS,3490,A,03830.1416,S,14513.9302,E,0.00,034337.500,52.6
$GPS,3500,A,03830.1416,S,14513.9302,E,0.00,034337.600,52.6
$GPS,3510,A,03830.1416,S,14513.9302,E,0.00,034337.700,52.6
$GPS,3520,A,03830.1416,S,14513.9302,E,0.00,034337.800,52.6
$GPS,3530,A,03830.1416,S,14513.9302,E,0.00,034337.900,52.6
$GPS,3540,A,03830.1416,S,14513.9302,E,0.00,034338.000,52.6
$GPS,3550,A,03830.1416,S,14513.9302,E,0.00,034338.100,52.6
$GPS,3560,A,03830.1416,S,14513.9302,E,0.00,034338.200,52.6
$GPS,3570,A,03830.1416,S,14513.9302,E,0.00,034338.300,52.6
$GPS,3580,A,03830.1416,S,14513.9302,E,0.00,034338.400,52.6
$GPS,3590,A,03830.1416,S,14513.9302,E,0.00,034338.500,52.6
